seller,profile_url,products,observations,categories,top_category,ratings_total,rated_products,ratings_rank,ratings_share_pct,med_price_usd,min_price_usd,max_price_usd,free_products,subs,top_product_url,top_product_ratings,top_product_title
drippingsounds,https://drippingsounds.gumroad.com,1,1,1,Audio > ASMR,2,1,2133,0.001,1.0,1.0,1.0,0,0,https://drippingsounds.gumroad.com/l/FridgeHumPack,2,"❄️ULTIMATE FRIDGE HUM PACK❄️ (ASMR, Sleep & Focus): 7 Top 1-Hour Loops"
dstudioproject,https://dstudioproject.gumroad.com,1,1,1,Design > Entertainment Design,2,1,2134,0.001,0.0,0.0,0.0,1,0,https://dstudioproject.gumroad.com/l/nqmyjh,2,DSTUDIO TOOLS D-studio 5.0 (2) £0.00+
elephantmarchmedia,https://elephantmarchmedia.gumroad.com,1,1,1,Films > Movie > Animation,2,1,2135,0.001,8.0,8.0,8.0,0,0,https://elephantmarchmedia.gumroad.com/l/ngthan,2,The Art Of World Naked Bike Tour ElephantmarchMedia 5.0 (2) £5.94
elioraolivia,https://elioraolivia.gumroad.com,1,1,1,Fiction Books,2,1,2136,0.001,2.01,2.01,2.01,0,0,https://elioraolivia.gumroad.com/l/thornedlily,2,The Thorned Lily - Book One Eliora + Olivia 5.0 (2) £1.49
embercat,https://embercat.gumroad.com,1,1,1,3D > 3D Assets > Accessories > Jewelry,2,1,2137,0.001,2.01,2.01,2.01,0,0,https://embercat.gumroad.com/l/catpiercings,2,KhnfuCat Piercings NeoEmberArts 5.0 (2) £1.49+
embracefx,https://embracefx.gumroad.com,1,1,1,3D > 3D Assets,2,1,2138,0.001,60.09,60.09,60.09,0,0,https://embracefx.gumroad.com/l/damagecontrol,2,Damage Control - Ultimate Bundle (Early Birds Price!) Embrace FX 5.0 (
entroverselabs,https://entroverselabs.gumroad.com,1,1,1,3D > 3D Assets > Unreal Engine,2,1,2139,0.001,0.0,0.0,0.0,1,0,https://entroverselabs.gumroad.com/l/StylizedNewYorkMegapack,2,Stylized New York Megapack Entroverse Labs 5.0 (2) £0.00
erinfitzgerald,https://erinfitzgerald.gumroad.com,1,1,1,Audio > Voiceover,2,1,2140,0.001,45.06,45.06,45.06,0,0,https://erinfitzgerald.gumroad.com/l/efaudio,2,"Ebook + Audiobook: 10 things any Voice Actor will tell you, if they we"
eternalfuturestore,https://eternalfuturestore.gumroad.com,1,1,1,Audio > Voiceover,2,1,2141,0.001,1.99,1.99,1.99,0,0,https://eternalfuturestore.gumroad.com/l/EyesOfSpring,2,The Eyes of Spring Eternal Future Productions LLC 5.0 (2) £1.48
evbmodding41,https://evbmodding41.gumroad.com,1,1,1,Gaming > Streaming,2,1,2142,0.001,14.43,14.43,14.43,0,0,https://evbmodding41.gumroad.com/l/msyuf,2,Van der Heijden Scania S Combo Kögel Evb Skin Customs 5.0 (2) €12.50+
evilneedle,https://evilneedle.gumroad.com,1,1,1,Films > Video Production & Editing > Stock,2,1,2143,0.001,57.72,57.72,57.72,0,0,https://evilneedle.gumroad.com/l/bZAnl,2,Evil Needle OG Drum Kit Collection (+Bonus) Evil Needle 5.0 (2) £42.86
ezlanguagelearning,https://ezlanguagelearning.gumroad.com,1,1,1,Films > Movie > Foreign Language & International,2,1,2144,0.001,0.0,0.0,0.0,1,0,https://ezlanguagelearning.gumroad.com/l/arabic,2,Learn Arabic - Al Arabiya Bayn Yadayk Book 1 - Part 1 Easy Language Le
fanverse,https://fanverse.gumroad.com,1,1,1,Films > Video Production & Editing > Video Assets & Loops > Premiere Pro,2,1,2145,0.001,3.0,3.0,3.0,0,0,https://fanverse.gumroad.com/l/arrowz,2,Arrowz // Mogrt to create Arrows with ease in Premiere Pro Fanverse 5.
febhouse,https://febhouse.gumroad.com,1,1,1,3D > 3D Assets > SketchUp,2,1,2146,0.001,45.06,45.06,45.06,0,0,https://febhouse.gumroad.com/l/Sundiagram,2,SunDiagram (Pro) Febhouse 4.5 (2) £33.46
fircyk,https://fircyk.gumroad.com,1,1,1,Design > Branding > Logos,2,1,2147,0.001,55.0,55.0,55.0,0,0,https://fircyk.gumroad.com/l/logodesigntoolkit,2,Logo Design – Complete Toolkit FIRCYK 5.0 (2) $55
ftw3dforge,https://ftw3dforge.gumroad.com,1,2,2,3D > 3D Assets > Footwear > Shoes,2,1,2148,0.001,10.38,10.38,10.38,0,0,https://ftw3dforge.gumroad.com/l/omnilast,2,OmniLast - Customizable 3D Shoe Last for Blender OmniLast is a profess
futurafilmstreaming,https://futurafilmstreaming.gumroad.com,1,1,1,Films > Movie > Indie & Art House,2,1,2149,0.001,3.45,3.45,3.45,0,0,https://futurafilmstreaming.gumroad.com/l/elfsrr,2,PEZZI D'ACQUA Futura Film 4.5 (2) £2.56
galvanicfreak,https://galvanicfreak.gumroad.com,1,1,1,3D > 3D Assets > Unreal Engine,2,1,2150,0.001,99.14,99.14,99.14,0,0,https://galvanicfreak.gumroad.com/l/ewp,2,Fortnite Elemental Weapon Pack (5 Weapons × 5 Variants) 🔥VERSION 2 - V
gasparsmusic,https://gasparsmusic.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > FL Studio,2,1,2151,0.001,20.04,20.04,20.04,0,0,https://gasparsmusic.gumroad.com/l/prjymd,2,Gaspar - Strangers FLP Project (Revealed Recordings) Gaspar 5.0 (2) £1
genebond,https://genebond.gumroad.com,1,1,1,Drawing & Painting > Traditional Art,2,1,2152,0.001,50.08,50.08,50.08,0,0,https://genebond.gumroad.com/l/perspective,2,City Sketching Perspective Drawing Course. Gene Bond Art 5.0 (2) £37.1
gloriabertelli,https://gloriabertelli.gumroad.com,1,1,1,Films > Short Film,2,1,2153,0.001,6.92,6.92,6.92,0,0,https://gloriabertelli.gumroad.com/l/uroxj,2,Simone e Ambra “Simone and Ambra” is a quiet reflection on expectation
gonextlevelsolutions,https://gonextlevelsolutions.gumroad.com,1,1,1,Business & Money > Investing,2,1,2154,0.001,497.7,497.7,497.7,0,0,https://gonextlevelsolutions.gumroad.com/l/ATFLI,2,Airtable for Land Investors Go Next Level Solutions Top creator 5.0 (2
grabisstudio,https://grabisstudio.gumroad.com,1,1,1,3D > 3D Assets > SketchUp,2,1,2155,0.001,35.05,35.05,35.05,0,0,https://grabisstudio.gumroad.com/l/xbdndc,2,Rey Modulos Cocinas + Cotizador Pro Grabis Estudios 5.0 (2) £26.03
grosso95,https://grosso95.gumroad.com,1,1,1,Audio > Sleep & Meditation,2,1,2156,0.001,1.0,1.0,1.0,0,0,https://grosso95.gumroad.com/l/colsg,2,Forest Sounds at Night: Relaxing Nature Sounds & Crickets for Sleeping
gyefet,https://gyefet.gumroad.com,1,1,1,Design > Branding > Social Media,2,1,2157,0.001,35.05,35.05,35.05,0,0,https://gyefet.gumroad.com/l/73KillerPrompts,2,73 Killer Prompts for any text to image LLM Gal Yefet 5.0 (2) £26.03
heyroots,https://heyroots.gumroad.com,1,1,1,Education > History,2,1,2158,0.001,37.06,37.06,37.06,0,0,https://heyroots.gumroad.com/l/historiasdebali,2,Inmersión sonora a la cultura balinesa. 15 episodios + Guiones complet
hishamgt5,https://hishamgt5.gumroad.com,1,1,1,Gaming > Streaming,2,1,2159,0.001,7.0,7.0,7.0,0,0,https://hishamgt5.gumroad.com/l/rbphdb,2,Omnius LED Double Burner Pack v1.0 HishamGT5 4.5 (2) £5.20+
housevr,https://housevr.gumroad.com,1,1,1,3D > 3D Assets > Accessories > Gloves,2,1,2160,0.001,9.22,9.22,9.22,0,0,https://housevr.gumroad.com/l/vscpk,2,005 · . ☽ G4rk Nails Get it cheaper from here! PAYHIPMade from scratch
hunty,https://hunty.gumroad.com,1,2,2,3D > 3D Assets > Footwear > Shoes,2,1,2161,0.001,15.02,15.02,15.02,0,0,https://hunty.gumroad.com/l/retrocourtsneakers,2,Retro Court Sneakers Hunty 5.0 (2) £11.15
hypnomandan,https://hypnomandan.gumroad.com,1,1,1,Films > Comedy,2,1,2162,0.001,20.03,20.03,20.03,0,0,https://hypnomandan.gumroad.com/l/owqour,2,5-1-2022 Nevada Prom Hypnosis Show HypnoManDan 5.0 (2) £14.87
icurlycae,https://icurlycae.gumroad.com,1,2,2,Business & Money > Investing,2,1,2163,0.001,99.39,99.39,99.39,0,0,https://icurlycae.gumroad.com/l/OMElite,2,OPTIONS MADE EASY: ELITE OPTIONS MADE EASY: ELITE is a comprehensive r
idevicehelp,https://idevicehelp.gumroad.com,1,1,1,Design > Wallpapers,2,1,2164,0.001,2.99,2.99,2.99,0,0,https://idevicehelp.gumroad.com/l/fmvfyd,2,"Glastic This is Glastic, Inspired by Apple's Liquid Glass design and A"
impactoverfame1,https://impactoverfame1.gumroad.com,1,1,1,Fiction Books,2,1,2165,0.001,13.01,13.01,13.01,0,0,https://impactoverfame1.gumroad.com/l/IKnowwhoIAm,2,I Know Who I Am - A story about Identity from Impact Over Fame Impact
israpres,https://israpres.gumroad.com,1,1,1,Music & Sound Design > Dance & Theater > Theater,2,1,2166,0.001,69.13,69.13,69.13,0,0,https://israpres.gumroad.com/l/uemeux,2,Nota Cero (Curso de Guitarra) Isra Prés 5.0 (2) £51.33
iwilliamsfit00,https://iwilliamsfit00.gumroad.com,1,1,1,Fitness & Health > Yoga,2,1,2167,0.001,20.04,20.04,20.04,0,0,https://iwilliamsfit00.gumroad.com/l/crjvwr,2,5 Day Workout Plan for Mass Gain Isiah Williams 5.0 (2) £14.88
jakewenonah,https://jakewenonah.gumroad.com,1,1,1,Business & Money,2,1,2168,0.001,29.04,29.04,29.04,0,0,https://jakewenonah.gumroad.com/l/mpxlu,2,Start a Bookkeeping Business - How to Build One That Pays You Well and
jasminsophiarealtor,https://jasminsophiarealtor.gumroad.com,1,1,1,Business & Money > Real Estate,2,1,2169,0.001,12.01,12.01,12.01,0,0,https://jasminsophiarealtor.gumroad.com/l/sqfhqi,2,Open House Marketing Bundle Jasmin Sophia Real Estate 5.0 (2) £8.92
jaymelody,https://jaymelody.gumroad.com,1,1,1,3D > 3D Assets > Unity > Shaders,2,1,2170,0.001,20.03,20.03,20.03,0,0,https://jaymelody.gumroad.com/l/nfcfjf,2,JayMelodyyy Parallax Eye Shader JayMelodyyy 5.0 (2) £14.87
joearatari,https://joearatari.gumroad.com,1,1,1,Fitness & Health > Running,2,1,2171,0.001,25.05,25.05,25.05,0,0,https://joearatari.gumroad.com/l/FieldDayProgram,2,The Field Sport Speed & Agility Program Joe Aratari Top creator 5.0 (2
jshadid,https://jshadid.gumroad.com,1,1,1,Films > Performance,2,1,2172,0.001,100.18,100.18,100.18,0,0,https://jshadid.gumroad.com/l/KZVQj,2,"Expanding Your Music Mind With 'Expanding Your Music Mind,' you will g"
juliebcreative,https://juliebcreative.gumroad.com,1,1,1,Films > Video Production & Editing > Courses,2,1,2173,0.001,19.03,19.03,19.03,0,0,https://juliebcreative.gumroad.com/l/drqbgd,2,Short Form Video Tutorial: Creating Process Videos for Artists Julie B
julienraby,https://julienraby.gumroad.com,1,1,1,Fitness & Health > Exercise & Workout,2,1,2174,0.001,9.01,9.01,9.01,0,0,https://julienraby.gumroad.com/l/Peak-Past-50,2,Peak Past 50 Workout Julien Raby 3.0 (2) £6.69
jvtonehammer,https://jvtonehammer.gumroad.com,1,1,1,3D > Character Design,2,1,2175,0.001,49.07,49.07,49.07,0,0,https://jvtonehammer.gumroad.com/l/reallusionimporterforhoudini,2,Reallusion to Houdini Importer HDA JV 5.0 (2) £36.44+
jwcastle,https://jwcastle.gumroad.com,1,2,2,Fiction Books > Fantasy,2,1,2176,0.001,9.01,9.01,9.01,0,0,https://jwcastle.gumroad.com/l/epexja,2,Anointed JW Castle 5.0 (2) £6.69
kaoruboy,https://kaoruboy.gumroad.com,1,1,1,3D > VRChat > Setup Scripts,2,1,2177,0.001,0.0,0.0,0.0,1,0,https://kaoruboy.gumroad.com/l/emac,2,Expression Menu As Code Kaoru 5.0 (2) £0.00
kathytran8,https://kathytran8.gumroad.com,1,1,1,Design > Print & Packaging,2,1,2178,0.001,40.05,40.05,40.05,0,0,https://kathytran8.gumroad.com/l/haqjfg,2,Personalize Name Original Unicorn Design Apparel 39(1) Kathy Tran 5.0
kaylab,https://kaylab.gumroad.com,1,1,1,3D > Textures > Icons,2,1,2179,0.001,0.0,0.0,0.0,1,0,https://kaylab.gumroad.com/l/NotionIconandBannerPack,2,Notion Icon & Banner Pack Kayla B 5.0 (2) £0.00+
kevzhu,https://kevzhu.gumroad.com,1,1,1,Films > Video Production & Editing > Stock,2,1,2180,0.001,120.22,120.22,120.22,0,0,https://kevzhu.gumroad.com/l/kz_afterlife_pack,2,Afterlife Pack - 20 Unique Loops KEV ZHU 5.0 (2) £89.27
keystoneandco,https://keystoneandco.gumroad.com,1,1,1,Business & Money > Accounting,2,1,2181,0.001,47.07,47.07,47.07,0,0,https://keystoneandco.gumroad.com/l/oafXb,2,8 Easy Steps To Building Business Credit Keystone & Co 5.0 (2) £34.95
kimberleyblair,https://kimberleyblair.gumroad.com,1,1,1,Business & Money > Real Estate,2,1,2182,0.001,5.01,5.01,5.01,0,0,https://kimberleyblair.gumroad.com/l/xzhdq,2,Property Ownership in Jamaica Made Simple – The Beginner’s Blueprint K
kopfconsulting,https://kopfconsulting.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Podcasts,2,1,2183,0.001,29.04,29.04,29.04,0,0,https://kopfconsulting.gumroad.com/l/podcast,2,Podcast Launch Planner: Your Essential Guide to Starting and Growing a
kraftfeld,https://kraftfeld.gumroad.com,1,1,1,Design > Icons > Vector Icons,2,1,2184,0.001,1.51,1.51,1.51,0,0,https://kraftfeld.gumroad.com/l/spectra,2,SPECTRA – Stylistic Icons & Gradients Pack KRAFTFELD LAB 5.0 (2) £1.12
laguzda,https://laguzda.gumroad.com,1,2,2,Films > Comedy > Standup,2,1,2185,0.001,9.01,9.01,9.01,0,0,https://laguzda.gumroad.com/l/writefunny,2,Write Funny - Feel Better laguzda 5.0 (2) £6.69
latinchord,https://latinchord.gumroad.com,1,2,2,Recorded Music > Singles,2,1,2186,0.001,8.01,8.01,8.01,0,0,https://latinchord.gumroad.com/l/rlqase,2,Latintabs · El Libro — Acordes y letras de los 41 vídeos del canal 🎁 e
lindseymotion,https://lindseymotion.gumroad.com,1,1,1,Films > Video Production & Editing > Video Assets & Loops > After Effects,2,1,2187,0.001,8.01,8.01,8.01,0,0,https://lindseymotion.gumroad.com/l/pqiva,2,Rig and Texture Characters in After Effects Lindsey 5.0 (2) £5.95
lumora4ever,https://lumora4ever.gumroad.com,1,1,1,Films > Videography,2,1,2188,0.001,20.03,20.03,20.03,0,0,https://lumora4ever.gumroad.com/l/rwahex,2,Lumora Color Grading Toolkit Lumora PORTAL LLC 5.0 (2) £14.87
luxaeterna,https://luxaeterna.gumroad.com,1,2,2,3D > 3D Assets > Accessories > Wings,2,1,2189,0.001,7.02,7.02,7.02,0,0,https://luxaeterna.gumroad.com/l/yqmtxy,2,VRChat Keyblade Project Lux Aeterna 5.0 (2) £5.21+
madmillion,https://madmillion.gumroad.com,1,1,1,3D > Animating,2,1,2190,0.001,69.1,69.1,69.1,0,0,https://madmillion.gumroad.com/l/destructioncarsimulation,2,Destruction car simulation + Scene file madmillion 1.0 (2) £51.31
maikuri,https://maikuri.gumroad.com,1,1,1,3D > VRChat > World Constraints,2,1,2191,0.001,7.02,7.02,7.02,0,0,https://maikuri.gumroad.com/l/rgbex,2,n8n - Extract Trends and Auto-Generate Social Media Content with OpenA
manicporcupine,https://manicporcupine.gumroad.com,1,1,1,3D > 3D Assets > Cinema 4D,2,1,2192,0.001,10.02,10.02,10.02,0,0,https://manicporcupine.gumroad.com/l/cbfnyr,2,Nano Pro 2.0: The universal Cinema 4d AI agent. Dani Zaitcev 4.5 (2) £
mattheath,https://mattheath.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Photoshop,2,1,2193,0.001,7.02,7.02,7.02,0,0,https://mattheath.gumroad.com/l/pencilbrush,2,Pencil Brush Set for Photoshop Matt Heath 5.0 (2) £5.21
mbvkfilms,https://mbvkfilms.gumroad.com,1,1,1,Films > Video Production & Editing,2,1,2194,0.001,69.25,69.25,69.25,0,0,https://mbvkfilms.gumroad.com/l/xsfhyo,2,Definitive Powergrade MBVK.Films 5.0 (2) £51.42
mchangmai,https://mchangmai.gumroad.com,1,1,1,Drawing & Painting > Traditional Art,2,1,2195,0.001,30.05,30.05,30.05,0,0,https://mchangmai.gumroad.com/l/bfomud,2,The Watercolor Story eBook Mukta Changmai 5.0 (2) £22.31
meagansan2000,https://meagansan2000.gumroad.com,1,1,1,3D > 3D Assets > Avatar Components > Bases,2,1,2196,0.001,50.0,50.0,50.0,0,0,https://meagansan2000.gumroad.com/l/dgfipn,2,Buttercup Base Meagan's Cottage 5.0 (2) $50+
meowsviral,https://meowsviral.gumroad.com,1,1,1,Films > Video Production & Editing > Courses,2,1,2197,0.001,15.02,15.02,15.02,0,0,https://meowsviral.gumroad.com/l/course,2,Viral Meows Masterclass: How I Hit 100M Views with AI Cat Videos Viral
mikesalari,https://mikesalari.gumroad.com,1,1,1,"Business & Money > Networking, Careers & Jobs",2,1,2198,0.001,680.96,680.96,680.96,0,0,https://mikesalari.gumroad.com/l/engineering-cv-audit,2,"Engineering CV Audit: complete pack, delivered in 48 hours Mike Salari"
mohamedragabel,https://mohamedragabel.gumroad.com,1,1,1,Business & Money > Marketing & Sales,2,1,2199,0.001,40.02,40.02,40.02,0,0,https://mohamedragabel.gumroad.com/l/MediaBuyingmarketingcourses,2,The Ultimate Marketing & Media Buying Course 2026 | كورس التسويق الكام
moooedtis22,https://moooedtis22.gumroad.com,1,1,1,Films > Video Production & Editing > Video Assets & Loops > Cinema 4D,2,1,2200,0.001,12.03,12.03,12.03,0,0,https://moooedtis22.gumroad.com/l/gdize,2,Unfold Paper Pack MoooEdits 5.0 (2) £8.93
mxxse,https://mxxse.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Pants,2,1,2201,0.001,13.02,13.02,13.02,0,0,https://mxxse.gumroad.com/l/vhrsjg,2,Alces' GyutAAro Pants MXXSE 5.0 (2) £9.67
myelinhq,https://myelinhq.gumroad.com,1,1,1,Education > Test Prep,2,1,2202,0.001,15.03,15.03,15.03,0,0,https://myelinhq.gumroad.com/l/imatbio,2,The Complete IMAT Biology Guide The Complete IMAT Biology GuideMost st
nathahniel,https://nathahniel.gumroad.com,1,1,1,3D > VRChat > Worlds > Tools,2,1,2203,0.001,0.0,0.0,0.0,1,0,https://nathahniel.gumroad.com/l/AvaTaurMiniModGuide,2,AvaTaur Modding Mini Guide (.PDF tutorial) Nat 5.0 (2) £0.00+
nawazalamgir,https://nawazalamgir.gumroad.com,1,1,1,Films > Video Production & Editing > Stock,2,1,2204,0.001,35.07,35.07,35.07,0,0,https://nawazalamgir.gumroad.com/l/hollywoodhuds,2,Pro Hollywood HUDs Nawaz Alamgir 5.0 (2) £26.04
ngcomics,https://ngcomics.gumroad.com,1,1,1,Films > Movie > Action & Adventure,2,1,2205,0.001,1.0,1.0,1.0,0,0,https://ngcomics.gumroad.com/l/LKZes,2,Micro Wars New Generation Comics 5.0 (2) £0.74+
nicholasklepper,https://nicholasklepper.gumroad.com,1,1,1,Films > Video Production & Editing > LUTs,2,1,2206,0.001,60.1,60.1,60.1,0,0,https://nicholasklepper.gumroad.com/l/cinechromepg,2,🎬 CINECHROME PowerGrade Nicholas Klepper 5.0 (2) £44.63
nikitacheldiev,https://nikitacheldiev.gumroad.com,1,1,1,Design > Branding > Social Media,2,1,2207,0.001,27.04,27.04,27.04,0,0,https://nikitacheldiev.gumroad.com/l/tiktok-bible,2,The TikTok Bible - Grow On TikTok and Make Money Nikita Cheldiev 5.0 (
nmkozlov,https://nmkozlov.gumroad.com,1,1,1,Films > Video Production & Editing > Courses,2,1,2208,0.001,49.09,49.09,49.09,0,0,https://nmkozlov.gumroad.com/l/thevisualformula,2,The Visual Formula — Personal Guide + LUTs Nikita Kozlov 5.0 (2) £36.4
noirworks8,https://noirworks8.gumroad.com,1,1,1,Films > Movie > Action & Adventure,2,1,2209,0.001,7.41,7.41,7.41,0,0,https://noirworks8.gumroad.com/l/CSOOperationPowerTrip,2,CSO: Operation Power Trip NoirWorks Film Studio 5.0 (2) £5.50
orconem,https://orconem.gumroad.com,1,1,1,3D > 3D Assets > Headwear,2,1,2210,0.001,3.0,3.0,3.0,0,0,https://orconem.gumroad.com/l/CiciMask,2,Interactable Mask for Cici's Type 3 Female Head Orconem 5.0 (2) £2.23+
pankajkumarrajna1,https://pankajkumarrajna1.gumroad.com,1,1,1,3D > 3D Assets > Modo,2,1,2211,0.001,8.01,8.01,8.01,0,0,https://pankajkumarrajna1.gumroad.com/l/zwpzy,2,Blade Spinner for BeamNG My Blade Spinner mods for BeamNG.drive delive
peakjobworks,https://peakjobworks.gumroad.com,1,1,1,"Business & Money > Networking, Careers & Jobs",2,1,2212,0.001,30.03,30.03,30.03,0,0,https://peakjobworks.gumroad.com/l/qszpr,2,Hireable: Own Your Job Interviews and be the Last Candidate Standing P
peakstoic,https://peakstoic.gumroad.com,1,1,1,Films > Video Production & Editing > Video Assets & Loops > Cinema 4D,2,1,2213,0.001,12.03,12.03,12.03,0,0,https://peakstoic.gumroad.com/l/nlwqsk,2,Hajime No Ippo Clip Pack (150+) Peak Stoic 5.0 (2) £8.93
plushpurr,https://plushpurr.gumroad.com,1,1,1,Drawing & Painting > Artwork & Commissions,2,1,2214,0.001,18.02,18.02,18.02,0,0,https://plushpurr.gumroad.com/l/symmcaninebase,2,Symmetrical Dog/Canine Base Raine 5.0 (2) £13.38+
pravel,https://pravel.gumroad.com,1,1,1,3D > 3D Assets > Maya,2,1,2215,0.001,49.07,49.07,49.07,0,0,https://pravel.gumroad.com/l/vflow-smartexporter,2,VFlow Tools - SmartExporter for Maya Paul-Thomas Ravel 5.0 (2) £36.44+
printspixel,https://printspixel.gumroad.com,1,1,1,Films > Movie > Horror,2,1,2216,0.001,17.04,17.04,17.04,0,0,https://printspixel.gumroad.com/l/cKraY,2,"Bundle - Halloween Horror Tumbler PNG, Combo Hero Evil Horror Faces PN"
rachidnichan,https://rachidnichan.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Email,2,1,2217,0.001,49.07,49.07,49.07,0,0,https://rachidnichan.gumroad.com/l/ai-b2b-lead-finder,2,AI B2B Lead Finder & Automated Cold Emailer (Self-Hosted) 🎯 Autonomous
rebeccastout,https://rebeccastout.gumroad.com,1,2,2,Music & Sound Design > Dance & Theater > Dance,2,1,2218,0.001,30.06,30.06,30.06,0,0,https://rebeccastout.gumroad.com/l/beckysbarnyardbuckdance,2,Becky’s Barnyard Buckdance DVD Download Rebecca Stout 5.0 (2) £22.32
reggiethecaracal,https://reggiethecaracal.gumroad.com,1,2,2,3D > 3D Assets > Clothing > Outfits,2,1,2219,0.001,0.0,0.0,0.0,1,0,https://reggiethecaracal.gumroad.com/l/RunnerOutfit,2,Runner outfit for Novabeast ReggieTheCaracal 5.0 (2) £0.00
renaissance,https://renaissance.gumroad.com,1,1,1,Education > Social Studies > History,2,1,2220,0.001,20.04,20.04,20.04,0,0,https://renaissance.gumroad.com/l/zyVqwG,2,Unofficial INWO: Decoding The 𝟷̶𝟶̶𝟶̶ 144 Most Intriguing Illuminati Ca
restartguitar,https://restartguitar.gumroad.com,1,2,2,Music & Sound Design > Instruments > Guitar,2,1,2221,0.001,7.02,7.02,7.02,0,0,https://restartguitar.gumroad.com/l/RhythmReset,2,"Rhythm Reset: Sound Better, Improve Your Timing and Play with More Con"
